NAME,CLUBS,ATWins,ATLosses,winRatio,poolWins,poolLosses,poolWinRatio,DEWins,DELosses,DEWinRatio
"
                    Dylan Nollner",New York Athletic Club,130,64,67.0%,88,43,67.2%,42,21,66.7%
"
                    Brendan McConville",Cape Fear Fencing Association / Forge Fencing Teams,17,29,37.0%,14,22,38.9%,3,7,30.0%
"
                    Mary Spohn",Swordplay LA,18,12,60.0%,13,8,61.9%,5,4,55.6%
"
                    Paul Logue",Las Positas Fencing Center,58,121,32.4%,52,94,35.6%,6,27,18.2%
"
                    Marta Sanchez-Emden",South Florida Fencing Club,92,81,53.2%,75,57,56.8%,17,24,41.5%
"
                    Peter Park",Gold Blade Fencing Center / Space City Fencing Academy,61,33,64.9%,42,22,65.6%,19,11,63.3%
"
                    Lucas Zeng",University Of California San Diego NCAA,466,207,69.2%,328,130,71.6%,138,77,64.2%
"
                    Jacob Benson",Nova Fencing Club,27,29,48.2%,21,21,50.0%,6,8,42.9%
"
                    Augustine Park",Team Touche Fencing Center,76,99,43.4%,57,79,41.9%,19,20,48.7%
"
                    Nowell Gibson",The Ohio State University NCAA / The Ohio State University NCAA,430,256,62.7%,326,184,63.9%,104,72,59.1%
"
                    Sherry Wei",Guanyi Fencing Academy,155,121,56.2%,122,86,58.7%,33,35,48.5%
"
                    Anna Schliep",Center for Blade Arts,65,88,42.5%,52,67,43.7%,13,21,38.2%
"
                    Benjamin Fleckenstein",Syracuse Musketeers Fencing,477,336,58.7%,345,243,58.7%,132,93,58.7%
"
                    Sergey Petrosyan",Memphis University School Fencing Team,-,-,-,-,-,-,-,-,-
"
                    Liam Herndon",Fencing Institute Of Texas,417,372,52.9%,306,272,52.9%,111,100,52.6%
"
                    Joseph Zanko",Manchen Academy Of Fencing / Drew University NCAA,15,15,50.0%,11,11,50.0%,4,4,50.0%
"
                    James Beihold",Swords Fencing Studio,32,25,56.1%,26,17,60.5%,6,8,42.9%
"
                    Devan DePauw",Traverse City Fencing Club,16,12,57.1%,12,8,60.0%,4,4,50.0%
"
                    LEON ZHENG",Bergen Fencing Club / Axis Fencing Club,225,254,47.0%,174,191,47.7%,51,63,44.7%
"
                    Lisa Dobloug",DC Fencers Club,-,-,-,-,-,-,-,-,-
"
                    Michael Zhang",Hooked On Fencing,59,68,46.5%,45,51,46.9%,14,17,45.2%
"
                    Jaden Callahan",Columbia University NCAA / Columbia University NCAA,507,161,75.9%,335,96,77.7%,172,65,72.6%
"
                    Lucas Wu",Bay Area Fencing Club / Bay Area Fencing Club,526,443,54.3%,404,320,55.8%,122,123,49.8%
"
                    Kenneth Williams",Birmingham Fencing Club,67,37,64.4%,46,24,65.7%,21,13,61.8%
"
                    Celine Wu",New Jersey Fencing Alliance,159,99,61.6%,115,69,62.5%,44,30,59.5%
"
                    josslyn thompson",Parkland HS JROTC Fencing Matadors,-,-,-,-,-,-,-,-,-
"
                    Mingyang Ryan Liu",Bergen Fencing Club,474,516,47.9%,385,384,50.1%,89,132,40.3%
"
                    Alex Florian",West Michigan Fencing Academy,5,7,41.7%,5,5,50.0%,-,2,0.0%
"
                    Jessica Dunne",Tim Morehouse Fencing Club (Connecticut),16,44,26.7%,12,36,25.0%,4,8,33.3%
"
                    Duncan Page",Sword In The Scroll Fencing Academy,27,50,35.1%,21,39,35.0%,6,11,35.3%
"
                    Bin Huang",Star Fencing Academy,99,36,73.3%,75,20,78.9%,24,16,60.0%
"
                    Jacob Huth",Apex Fencing Academy,219,159,57.9%,160,116,58.0%,59,43,57.8%
"
                    Ayden Li",Southern California Fencing Academy (SOCALFA) / Southern California Fencing Academy (SOCALFA),370,247,60.0%,271,172,61.2%,99,75,56.9%
"
                    Matthew Viederman",Fencers Club Inc.,11,10,52.4%,10,7,58.8%,1,3,25.0%
"
                    Cynthia Starr",Bergen Fencing Club,73,117,38.4%,56,94,37.3%,17,23,42.5%
"
                    Lawrence Tan",Brooklyn Bridge Fencing Club / Golubitsky Fencing Center,68,33,67.3%,47,23,67.1%,21,10,67.7%
"
                    Ingrid Mendiola Ritchie",Southern California Fencing Academy (SOCALFA),88,59,59.9%,66,41,61.7%,22,18,55.0%
"
                    Alexis Anglade",Bergen Fencing Club / Nellya Fencers,175,58,75.1%,123,33,78.8%,52,25,67.5%
"
                    Nazir Primus",Peter Westbrook Foundation / Fencers Club Inc.,468,191,71.0%,324,118,73.3%,144,73,66.4%
"
                    greta berman",Manhattan Fencing Center,307,144,68.1%,221,93,70.4%,86,51,62.8%
"
                    Austin Song",AIC  Fencing Club,487,411,54.2%,366,297,55.2%,121,114,51.5%
"
                    Olivia Hau",Maximum Fencing Club,193,254,43.2%,153,198,43.6%,40,56,41.7%
"
                    Ziad Elsissy",Tim Morehouse Fencing Club,125,9,93.3%,69,3,95.8%,56,6,90.3%
"
                    Bryan Peng😈",Boston Fencing Club,400,251,61.4%,285,177,61.7%,115,74,60.8%
"
                    Diana Philpot",Research Triangle Fencing,-,-,-,-,-,-,-,-,-
"
                    Akhil Sarikonda",Olympic Fencers Club,176,169,51.0%,134,125,51.7%,42,44,48.8%
"
                    Christopher Rester",Birmingham Fencing Club,28,35,44.4%,20,26,43.5%,8,9,47.1%
"
                    Aidan DeSola",Drew University NCAA / Manchen Academy Of Fencing,183,199,47.9%,145,150,49.2%,38,49,43.7%
"
                    Eamon McDaniel",Athens Fencing Club,63,100,38.7%,52,77,40.3%,11,23,32.4%
"
                    Jeffrey Kallio",Forge Fencing Teams,122,15,89.1%,81,7,92.0%,41,8,83.7%
"
                    Bradley Ochs",Traverse City Fencing Club,74,89,45.4%,59,67,46.8%,15,22,40.5%
"
                    Kushal Patel",Memphis University School Fencing Team,105,102,50.7%,73,77,48.7%,32,25,56.1%
"
                    Samuel Sedgley",Chesapeake Fencing Club,35,61,36.5%,28,48,36.8%,7,13,35.0%
"
                    Steven Heck",Nazlymov Fencing Foundation / Rockville Fencing Academy,122,58,67.8%,88,38,69.8%,34,20,63.0%
"
                    Adam Dinkins",Stoccata Fencing Academy & Club,126,123,50.6%,95,89,51.6%,31,34,47.7%
"
                    Tei Kim",Fencing Academy Of Westchester,473,247,65.7%,349,165,67.9%,124,82,60.2%
"
                    Darius Kim",Fortune Fencing,229,237,49.1%,173,183,48.6%,56,54,50.9%
"
                    Gregory Kolker",Binghamton University Fencing Club,63,52,54.8%,44,40,52.4%,19,12,61.3%
"
                    Lucas Kroon",South Bay Fencing Academy,529,349,60.3%,389,241,61.7%,140,108,56.5%
"
                    Anna Quinn",Northwest Fencing Center,184,332,35.7%,150,264,36.2%,34,68,33.3%
"
                    Meredith Palmer",Escrime Du Lac,164,122,57.3%,123,87,58.6%,41,35,53.9%
"
                    North Thompson",Peoria Fencing Academy,31,85,26.7%,25,68,26.9%,6,17,26.1%
"
                    Anne Cebula",New York Athletic Club / New York Fencing Academy,142,53,72.8%,91,34,72.8%,51,19,72.9%
"
                    Varun Gupta",Moe Fencing Club LLC / Northeastern University Club Fencing,127,101,55.7%,94,76,55.3%,33,25,56.9%
"
                    Phillip Hunter",Brooklyn Bridge Fencing Club,38,94,28.8%,30,78,27.8%,8,16,33.3%
"
                    Littleton Riggins",Salle Auriol Seattle,259,156,62.4%,190,105,64.4%,69,51,57.5%
"
                    Zhuning Gao",Thames River Fencing Club,35,33,51.5%,29,25,53.7%,6,8,42.9%
"
                    Jerry Zheng",Guanyi Fencing Academy / Twin Cities Fencing Club,204,210,49.3%,163,154,51.4%,41,56,42.3%
"
                    Esmeralda Gugino",West Michigan Fencing Academy,13,14,48.1%,8,10,44.4%,5,4,55.6%
"
                    Hansika Aadhi",Plymouth/Ann Arbor Fencing Academy,214,210,50.5%,164,155,51.4%,50,55,47.6%
"
                    Sofia Echeverry",Epee Miami Fencing Club,56,37,60.2%,43,24,64.2%,13,13,50.0%
"
                    Samuel Lorenzini",Athens Fencing Club,15,24,38.5%,12,18,40.0%,3,6,33.3%
"
                    Jacqueline Horvitz",Dynamo Fencing Center Inc.,69,140,33.0%,56,111,33.5%,13,29,31.0%
"
                    Evan Wong",Prime Fencing Academy,257,251,50.6%,198,187,51.4%,59,64,48.0%
"
                    Greg Domashovetz",Roaring Fork Fencers Club,30,11,73.2%,22,6,78.6%,8,5,61.5%
"
                    Michael Douglas",Salle Palasz,22,26,45.8%,18,19,48.6%,4,7,36.4%
"
                    Ramona Chuang",Fencing Center Of Chicago,229,414,35.6%,191,327,36.9%,38,87,30.4%
"
                    Evan Ranes",Battle Born Fencing Club,81,30,73.0%,53,17,75.7%,28,13,68.3%
"
                    Xu-Chen Wang",The Fencing Center,54,89,37.8%,48,69,41.0%,6,20,23.1%
"
                    James Bourguignat",South Brooklyn Fencing,26,38,40.6%,21,28,42.9%,5,10,33.3%
"
                    Wesley Martinez",Ace Fencing Academy / Conejo Fencing Club,-,-,-,-,-,-,-,-,-
"
                    Daniel Zhang",Star Fencing Academy,549,120,82.1%,327,65,83.4%,222,55,80.1%
"
                    Brent Weil",Rockville Fencing Academy,50,62,44.6%,40,46,46.5%,10,16,38.5%
"
                    Troy Song",Olympia Fencing Center,363,408,47.1%,284,309,47.9%,79,99,44.4%
"
                    Jacksen Alexander",Nova Fencing Club,13,30,30.2%,11,24,31.4%,2,6,25.0%
"
                    Alex Lu",Plymouth/Ann Arbor Fencing Academy / Plymouth/Ann Arbor Fencing Academy,244,115,68.0%,173,76,69.5%,71,39,64.5%
"
                    Angela Song",Cavalier Fencing Club,661,319,67.4%,448,214,67.7%,213,105,67.0%
"
                    Anthony Asgarally",Plymouth/Ann Arbor Fencing Academy,44,49,47.3%,34,36,48.6%,10,13,43.5%
"
                    Leena Mansperger",Sheridan Fencing Academy,256,182,58.4%,194,133,59.3%,62,49,55.9%
"
                    Elliot Park",Academy Of Fencing Masters (AFM),385,258,59.9%,296,179,62.3%,89,79,53.0%
"
                    Tsanko Hantov",Windy City Fencing-Chicago,-,-,-,-,-,-,-,-,-
"
                    Mohamed Elsayed",Long Island University NCAA,16,3,84.2%,9,3,75.0%,7,-,100.0%
"
                    ANUP BANERJEE",Silicon Valley Fencing Center,571,245,70.0%,405,157,72.1%,166,88,65.4%
"
                    Leo Blondel",Forge Fencing Teams,25,13,65.8%,17,8,68.0%,8,5,61.5%
"
                    Benoit Bouysset",International Academy for Fencing Education,-,-,-,-,-,-,-,-,-
"
                    Kevin Le",Clemson University Fencing Club / Foothills Fencing Academy,144,163,46.9%,113,122,48.1%,31,41,43.1%
"
                    Melinda Yao",Alliance Fencing Academy,406,214,65.5%,296,143,67.4%,110,71,60.8%
"
                    Naomi Hirsch",Fencing Academy Of Philadelphia North / Fencing Academy Of Philadelphia,42,64,39.6%,33,53,38.4%,9,11,45.0%
"
                    Nathan Zhao",Bluegrass Fencers' Club / Queen City Fencers Club LLC,429,157,73.2%,312,96,76.5%,117,61,65.7%
"
                    Noah Shoman",Manhattan Fencing Center,631,326,65.9%,440,219,66.8%,191,107,64.1%
"
                    Francisco Palacios",Kaizen Academy LLC,52,48,52.0%,41,34,54.7%,11,14,44.0%
"
                    Jacqueline Korinth",South Bay Fencing Academy,92,142,39.3%,72,111,39.3%,20,31,39.2%
"
                    Amer Alalami",Hooked On Fencing,61,34,64.2%,41,23,64.1%,20,11,64.5%
"
                    Abram Gregory",The Phoenix Center / Rogue Fencing Academy,200,153,56.7%,147,116,55.9%,53,37,58.9%
"
                    Paul Walting",Pioneer Valley Fencing Academy,44,94,31.9%,37,73,33.6%,7,21,25.0%
"
                    Alan Arrowsmith",Nashville Academy of Fencing,70,22,76.1%,51,11,82.3%,19,11,63.3%
"
                    Mariia Yurkova",Gutkovskiy Fencing Academy,543,309,63.7%,397,206,65.8%,146,103,58.6%
"
                    Thomas Braizinha",Gutkovskiy Fencing Academy,134,150,47.2%,109,112,49.3%,25,38,39.7%
"
                    Hari Jayasankar",Athens Fencing Club,163,87,65.2%,122,58,67.8%,41,29,58.6%
"
                    Theo Norton",Riverside Fencing Club / Riverside Fencing Club,50,75,40.0%,42,60,41.2%,8,15,34.8%
"
                    Owen Li",Moe Fencing Club LLC,512,241,68.0%,370,157,70.2%,142,84,62.8%
"
                    Will Buchanan",University of Alabama in Huntsville Fencing Club,9,1,90.0%,6,-,100.0%,3,1,75.0%
"
                    Luke Gardiner",Moe Fencing Club LLC / Moe Fencing Club LLC,48,116,29.3%,39,93,29.5%,9,23,28.1%
"
                    Debra Brackett",Fencing Academy Of Philadelphia North / Fencing Academy Of Philadelphia,20,31,39.2%,14,26,35.0%,6,5,54.5%
"
                    Douglas Krafft",Mississippi Fencing Club,18,6,75.0%,15,3,83.3%,3,3,50.0%
"
                    Avery Townsend",University Of Pennsylvania NCAA,361,116,75.7%,232,77,75.1%,129,39,76.8%
"
                    Steven Fu",Plymouth/Ann Arbor Fencing Academy,113,169,40.1%,91,132,40.8%,22,37,37.3%
"
                    Grayson Wade",Fencing Academy Of Philadelphia,117,181,39.3%,99,142,41.1%,18,39,31.6%
"
                    Seojung Moon",Olympic Fencers Club,256,240,51.6%,199,178,52.8%,57,62,47.9%
"
                    Avni Shiv",Alliance Fencing Academy,394,198,66.6%,281,130,68.4%,113,68,62.4%
"
                    Lucas Nichols",Presidio Fencing Club,14,6,70.0%,11,3,78.6%,3,3,50.0%
"
                    Elliott Clinton",Capital Fencing Academy,9,-,100.0%,5,-,100.0%,4,-,100.0%
"
                    You yang (Yoyo) Zou",Cavalier Fencing Club,200,337,37.2%,161,263,38.0%,39,74,34.5%
"
                    Rick Watrall",New York Athletic Club / Fencers Club Inc.,106,39,73.1%,62,27,69.7%,44,12,78.6%
"
                    Andriy Palamarchuk",Cardinal Fencing Academy,57,59,49.1%,48,43,52.7%,9,16,36.0%
"
                    Amit Greene",Fencing Academy Of Philadelphia North / Fencing Academy Of Philadelphia,88,51,63.3%,68,36,65.4%,20,15,57.1%
"
                    Matt Rock",San Luis Highlanders Fencing Club,-,-,-,-,-,-,-,-,-
"
                    Diego Fukuda",Massialas Foundation (M Team),722,413,63.6%,522,280,65.1%,200,133,60.1%
"
                    En Yu Chang",Alliance Fencing Academy,-,-,-,-,-,-,-,-,-
"
                    Semaj Toussaint",Nashville Elite Fencing Club,82,83,49.7%,56,64,46.7%,26,19,57.8%
"
                    Christina Giblin",DC Fencers Club,7,7,50.0%,6,5,54.5%,1,2,33.3%
"
                    Aarav Doddapaneni",Maximum Fencing Club,187,133,58.4%,139,95,59.4%,48,38,55.8%
"
                    Eustratios Provatas",Tampa Bay Fencers Inc.,185,112,62.3%,130,76,63.1%,55,36,60.4%
"
                    Isaak Liu",Manhattan Fencing Center,76,62,55.1%,62,44,58.5%,14,18,43.8%
"
                    Ella Whitesides",Wasatch Fencing,118,159,42.6%,94,119,44.1%,24,40,37.5%
"
                    Casey Thorne",East Bay Fencers Gym / Phoenix Fencing Academy,73,48,60.3%,51,32,61.4%,22,16,57.9%
"
                    Aeron Van Scoyk",Davis Fencing Academy,32,9,78.0%,23,6,79.3%,9,3,75.0%
"
                    James Zimsky",Richmond Fencing Club,76,85,47.2%,60,62,49.2%,16,23,41.0%
"
                    Isaiah Kim",Golubitsky Fencing Center,153,204,42.9%,129,157,45.1%,24,47,33.8%
"
                    Nathan Jeon",New York Athletic Club / Laguna Fencing Center,89,54,62.2%,70,38,64.8%,19,16,54.3%
"
                    Lucas Claes",Academy Of Fencing Masters (AFM),98,157,38.4%,76,125,37.8%,22,32,40.7%
"
                    Sean Powell",Pittsburgh Fencers Club,95,148,39.1%,73,114,39.0%,22,34,39.3%
"
                    Maya Kozlowski",Woodlands International Fencing Club,595,253,70.2%,402,169,70.4%,193,84,69.7%
"
                    Brandon Cheng",Sword In The Scroll Fencing Academy / Sword In The Scroll Fencing Academy,89,82,52.0%,69,62,52.7%,20,20,50.0%
"
                    Illia Svirinovskyi",Purdue Fencing Club-Purdue Univ. / Fencing Center Of Chicago,74,42,63.8%,52,27,65.8%,22,15,59.5%
"
                    Carter Bartram",Moe Fencing Club LLC / Wellesley College Fencing NCAA,21,19,52.5%,18,14,56.2%,3,5,37.5%
"
                    Valeria Sourimto",Manhattan Fencing Center / Manhattan Fencing Center,329,192,63.1%,249,127,66.2%,80,65,55.2%
"
                    Joshua White",Salle New Bern,84,123,40.6%,71,92,43.6%,13,31,29.5%
"
                    Steve McBride",Underground Fencing Organization / Traverse City Fencing Club,6,9,40.0%,5,7,41.7%,1,2,33.3%
"
                    Arvin Li",Gold Fencing Club,336,262,56.2%,247,192,56.3%,89,70,56.0%
"
                    Leander DeSeranno",Renaissance Fencing Club,688,215,76.2%,461,133,77.6%,227,82,73.5%
"
                    Cyrus Contractor",Phoenix Fencing Academy,181,219,45.2%,135,171,44.1%,46,48,48.9%
"
                    Ishana Iyer",Fencing Center Of Chicago,333,253,56.8%,255,174,59.4%,78,79,49.7%
"
                    Rishab Anand",Nellya Fencers,215,182,54.2%,162,131,55.3%,53,51,51.0%
"
                    Mary Zoldak",NMFC/Duke City Fencing / Elite Fencing Academy (VA),8,12,40.0%,7,9,43.8%,1,3,25.0%
"
                    Max Bonsteel",Denison University Fencing NCAA,5,8,38.5%,4,6,40.0%,1,2,33.3%
"
                    Maxim Tiffany",Fates Fencing Academy,12,3,80.0%,7,2,77.8%,5,1,83.3%
"
                    June Hurme",Olympian Fencing Club,23,15,60.5%,17,10,63.0%,6,5,54.5%
"
                    Henry Chan",Cardinal Fencing Club,233,245,48.7%,180,187,49.0%,53,58,47.7%
"
                    Nate Reaume",Grand Rapids Fencing Academy,103,272,27.5%,84,217,27.9%,19,55,25.7%
"
                    Dominic Nicholson",En Garde Fencing - California,40,28,58.8%,30,20,60.0%,10,8,55.6%
"
                    Charles Shapiro",Atlanta Fencers Club Foundation Inc.,-,-,-,-,-,-,-,-,-
"
                    Stephen Janoski",Twin Tiers Fencing Club,8,11,42.1%,7,8,46.7%,1,3,25.0%
"
                    Brock Hamilton",Plymouth/Ann Arbor Fencing Academy,56,34,62.2%,41,24,63.1%,15,10,60.0%
"
                    Gerard Downey",East Bay Fencers Gym,161,125,56.3%,118,89,57.0%,43,36,54.4%
"
                    Walter Musgrave",San Diego Fencing Center,28,16,63.6%,23,10,69.7%,5,6,45.5%
"
                    Harry Starr",Orion Fencing,18,9,66.7%,15,6,71.4%,3,3,50.0%
"
                    Remi Depommier",Vivo Fencing Club,94,57,62.3%,73,37,66.4%,21,20,51.2%
"
                    Peter Habala",RedStar Fencing Club Chicago,72,10,87.8%,47,2,95.9%,25,8,75.8%
"
                    Stephen Dashnaw",Lilov Fencing Academy,160,67,70.5%,110,41,72.8%,50,26,65.8%
"
                    Anice Orvananos",Fencers Club Inc.,816,431,65.4%,595,287,67.5%,221,144,60.5%
"
                    Nicholas Latora",Masters Fencing Academy NJ,8,16,33.3%,8,13,38.1%,-,3,0.0%
"
                    Daniel Li",Silicon Valley Fencing Center,9,11,45.0%,9,8,52.9%,-,3,0.0%
"
                    Nicholas Arzt",Foothills Fencing Academy,78,96,44.8%,63,75,45.7%,15,21,41.7%
"
                    Dominic Nazario",Plymouth/Ann Arbor Fencing Academy,62,113,35.4%,49,88,35.8%,13,25,34.2%
"
                    Crystal Qian",Silicon Valley Fencing Center,356,131,73.1%,232,80,74.4%,124,51,70.9%
"
                    David Polakoski",Encinitas Fencing Academy,73,40,64.6%,53,26,67.1%,20,14,58.8%
